,eval_loss,eval_f1,eval_f1_macro,eval_accuracy,model,data,version
0,1.0271151065826416,0.7235514557509368,0.45628302965672435,0.7235514557509368,albert-base-v2,chemprot,vanilla
1,0.9817732572555542,0.7232631882386855,0.4660442546722503,0.7232631882386855,albert-base-v2,chemprot,add
2,1.1312623023986816,0.726722398385702,0.47499961170502175,0.726722398385702,albert-base-v2,chemprot,add-v2
3,1.1427356004714966,0.6402421447102912,0.38507989307121776,0.6402421447102912,albert-base-v2,chemprot,replace
4,0.9721729159355164,0.7068319400403574,0.43789940012607514,0.7068319400403574,albert-base-v2,chemprot,replace-v2
5,0.9434748291969299,0.6690647482014388,0.33360954847686547,0.6690647482014388,albert-base-v2,citation-intent,vanilla
6,1.336120367050171,0.7553956834532374,0.7124521072796934,0.7553956834532374,albert-base-v2,citation-intent,add
7,1.166945457458496,0.7553956834532374,0.682421348492777,0.7553956834532374,albert-base-v2,citation-intent,add-v2
8,0.9434748291969299,0.6690647482014388,0.33360954847686547,0.6690647482014388,albert-base-v2,citation-intent,replace
9,1.0317716598510742,0.7194244604316546,0.6199607626494419,0.7194244604316546,albert-base-v2,citation-intent,replace-v2
10,1.4832572937011719,0.6498973305954825,0.34383978156878214,0.6498973305954825,albert-base-v2,sciie,vanilla
11,0.9552655816078186,0.7002053388090349,0.5588621734157391,0.7002053388090349,albert-base-v2,sciie,add
12,0.9849659204483032,0.7053388090349076,0.5491340207896023,0.7053388090349076,albert-base-v2,sciie,add-v2
13,0.9016966819763184,0.702258726899384,0.49452213357435154,0.702258726899384,albert-base-v2,sciie,replace
14,0.8778212070465088,0.7238193018480494,0.5175634363766266,0.7238193018480493,albert-base-v2,sciie,replace-v2
15,0.2709120810031891,0.9535232383808095,0.8807884783912181,0.9535232383808095,albert-base-v2,amcd,vanilla
16,0.25504329800605774,0.9557721139430285,0.8841118743144054,0.9557721139430285,albert-base-v2,amcd,add
17,0.31767070293426514,0.9535232383808095,0.8793359010270774,0.9535232383808095,albert-base-v2,amcd,add-v2
18,0.21156418323516846,0.9565217391304348,0.8864267554443878,0.9565217391304348,albert-base-v2,amcd,replace
19,0.20502321422100067,0.954272863568216,0.8786815296974866,0.954272863568216,albert-base-v2,amcd,replace-v2
20,0.9250454306602478,0.6454081632653061,0.6374717232202262,0.6454081632653061,albert-base-v2,tweet-eval-irony,vanilla
21,1.2570617198944092,0.6811224489795918,0.6742346175580893,0.6811224489795918,albert-base-v2,tweet-eval-irony,add
22,0.687218427658081,0.6517857142857143,0.6474442707552623,0.6517857142857143,albert-base-v2,tweet-eval-irony,add-v2
23,0.9002960920333862,0.6530612244897959,0.6505849582172702,0.6530612244897959,albert-base-v2,tweet-eval-irony,replace
24,0.7262294292449951,0.6760204081632653,0.6731081125447322,0.6760204081632653,albert-base-v2,tweet-eval-irony,replace-v2
25,2.481726884841919,0.5606060606060606,0.5487708944566175,0.5606060606060606,albert-base-v2,tweet-eval-hate,vanilla
26,2.2198486328125,0.5528619528619528,0.5375751820196265,0.5528619528619528,albert-base-v2,tweet-eval-hate,add
27,2.8742265701293945,0.5420875420875421,0.5228737571589017,0.5420875420875421,albert-base-v2,tweet-eval-hate,add-v2
28,1.3735160827636719,0.5377104377104377,0.5115769911141917,0.5377104377104377,albert-base-v2,tweet-eval-hate,replace
29,1.2289875745773315,0.5057239057239057,0.479718625432637,0.5057239057239057,albert-base-v2,tweet-eval-hate,replace-v2
30,1.539067268371582,0.7100633356790992,0.666460377502821,0.7100633356790992,albert-base-v2,tweet-eval-emotion,vanilla
31,1.1824113130569458,0.7114707952146376,0.676704912131006,0.7114707952146376,albert-base-v2,tweet-eval-emotion,add
32,1.1824113130569458,0.7114707952146376,0.676704912131006,0.7114707952146376,albert-base-v2,tweet-eval-emotion,add-v2
33,0.9195940494537354,0.7030260380014075,0.6531361282816419,0.7030260380014075,albert-base-v2,tweet-eval-emotion,replace
34,0.8838011026382446,0.6819141449683321,0.6426711428049221,0.6819141449683321,albert-base-v2,tweet-eval-emotion,replace-v2
