,eval_loss,eval_f1,eval_f1_macro,eval_accuracy,model,data,version
0,0.7957883477210999,0.7665033150763909,0.488380592239384,0.7665033150763909,albert-base-v2,chemprot,vanilla
1,0.8304769396781921,0.756413952147593,0.49291338682574065,0.756413952147593,albert-base-v2,chemprot,add
2,0.85783851146698,0.7861055059094841,0.5209550374090625,0.786105505909484,albert-base-v2,chemprot,add-v2
3,1.0519566535949707,0.6768521187662151,0.4154045827260955,0.6768521187662151,albert-base-v2,chemprot,replace
4,0.8455734252929688,0.7454597866820409,0.46614315037266185,0.7454597866820409,albert-base-v2,chemprot,replace-v2
5,0.897144615650177,0.697841726618705,0.35302705917335714,0.697841726618705,albert-base-v2,citation-intent,vanilla
6,1.361711859703064,0.762589928057554,0.6684376417890275,0.762589928057554,albert-base-v2,citation-intent,add
7,1.053333044052124,0.7841726618705036,0.6896413110698826,0.7841726618705036,albert-base-v2,citation-intent,add-v2
8,0.9787507653236389,0.6690647482014388,0.32954319819661987,0.6690647482014388,albert-base-v2,citation-intent,replace
9,1.0207592248916626,0.6906474820143885,0.5748934137232009,0.6906474820143885,albert-base-v2,citation-intent,replace-v2
10,0.5726088881492615,0.8347022587268994,0.7292022090081884,0.8347022587268994,albert-base-v2,sciie,vanilla
11,0.6355862617492676,0.8223819301848048,0.7173736318097497,0.8223819301848049,albert-base-v2,sciie,add
12,0.6665932536125183,0.8059548254620124,0.7055061918702529,0.8059548254620124,albert-base-v2,sciie,add-v2
13,0.9074758291244507,0.6971252566735113,0.47076581078594126,0.6971252566735113,albert-base-v2,sciie,replace
14,0.871009886264801,0.7053388090349076,0.4814953885543488,0.7053388090349076,albert-base-v2,sciie,replace-v2
15,0.17839795351028442,0.9640179910044977,0.910900347314988,0.9640179910044977,albert-base-v2,amcd,vanilla
16,0.17309725284576416,0.9685157421289355,0.920669441848611,0.9685157421289355,albert-base-v2,amcd,add
17,0.24010832607746124,0.9647676161919041,0.9109639910989553,0.9647676161919041,albert-base-v2,amcd,add-v2
18,0.14269809424877167,0.967016491754123,0.9168917962223544,0.967016491754123,albert-base-v2,amcd,replace
19,0.1379522979259491,0.9707646176911544,0.9238659129256439,0.9707646176911544,albert-base-v2,amcd,replace-v2
20,1.2703468799591064,0.7515833919774807,0.7091106158990983,0.7515833919774807,albert-base-v2,tweet-eval-emotion,vanilla
21,1.0043962001800537,0.7628430682617875,0.7312649091702177,0.7628430682617875,albert-base-v2,tweet-eval-emotion,add
22,1.0043962001800537,0.7628430682617875,0.7312649091702177,0.7628430682617875,albert-base-v2,tweet-eval-emotion,add-v2
23,0.8094689249992371,0.7417311752287121,0.6945814431193147,0.7417311752287121,albert-base-v2,tweet-eval-emotion,replace
24,0.7836804389953613,0.7206192821956369,0.6854906047093268,0.7206192821956369,albert-base-v2,tweet-eval-emotion,replace-v2
